,OBJRANK,WEIGHT(KG),FARM,FARMER/REPRESENTATIVE,REGION,SCORE,VARIETY,PROCESS,NUMRANK,HIGH_BID,TOTAL_VALUE,BUYERS,COUNTRY,YEAR
2006,8,1170.0,La Batalla #1,Guillermo Magaña Flores,"Santa Ana, Alotepec-Metap N",88.84,,,8,8.0,20544.0,"Mercanta the Coffee Hunters for Has Bean Coffee (UK), Inoue Coffee (JP), Rocket Coffee (NZ), Melbourne Coffee Merchants (AU), Kasai Coffee (JP) and Kean Coffee (USA)",El Salvador,2010
2007,9,1200.0,Las Mercedes,Francisco Giron Salazar Hijos Y Cia.,"Santa Ana, Apaneca-Ilamatepec",88.7,,,9,8.0,20712.0,"Seven Seeds, Mecca, and The Source",El Salvador,2010
2008,10,1200.0,Llano Grande,"Proyectos De Venta Y Compra, S.A. De C.V.","Ahuachapán, Apaneca-Ilamatepec",88.18,,,10,7.0,18305.0,TERAROSA(HAKSAN Co.Ltd),El Salvador,2010
2009,11,1620.0,La Pinera,Luis Alonso Araujo Padilla,"San Miguel, Cacahuatique",86.5,,,11,7.05,24935.85,"Café Imports, Terroir Coffee, The Coffee Tree Roasters, Madcap Coffee, PTs Coffee Roasting Co., Sweet Maria’s, Intelligentsia",El Salvador,2010
2010,12,1560.0,El Porvenir,Adilia Encarnación Aguilar de Pullinger,"San Miguel, Tecapa-Chinameca",86.3,,,12,6.1,20849.8,Firestorm Coffee Roasters Company,El Salvador,2010
2011,13,1350.0,Agabo,Adda Mercedes Serarols Diaz,"Ahuachapán, Apaneca-Ilamatepec",86.07,,,13,6.25,18243.75,Kaffebrenneriet as,El Salvador,2010
2012,14,1320.0,San Carlos,Carlos Alfredo Méndez Florez,"Ahuachapán, Apaneca-Ilamatepec",86.05,,,14,6.2,17688.6,"Wataru & Co., Ltd.",El Salvador,2010
2013,15,1260.0,Cerro Negro,Jose Armando Portillo Peraza,"La Palma, Chalatenango",85.95,,,15,6.3,17425.8,MARETERRA S.L.,El Salvador,2010
2014,16,1290.0,La Gloria/Nueva Granada,"Majo, Gloria and Luis Rodríguez","Ahuachapán, Apaneca-Ilamatepec",85.91,,,16,6.59,18438.82,"Barefoot Coffee Roasters, Inc.",El Salvador,2010
2015,17,1170.0,Santa Teresa I,"Marco Antonio Batres, Teresa Eugenia Giamattei Y C","Ahuachapán, Apaneca-Ilamatepec",85.7,,,17,5.95,15273.65,"C&C Co., Ltd.",El Salvador,2010
2016,18,1590.0,Casa De Zinc,"Casa De Zinc, S.A. De C.V.","Ahuachapán, Apaneca-Ilamatepec",85.18,,,18,5.65,19588.55,"Nippon Coffee Trading Co., Ltd.",El Salvador,2010
2017,19,1380.0,La Campánula,Sociadad Lima Y Socios,"Santa Ana, Apaneca-Ilamatepec",85.07,,,19,5.75,17158.0,Orsir Coffee (Taiwan),El Salvador,2010
2018,20,1530.0,Pinares 2,Héctor Manuel Velásquez Guzmán,"La Libertad, El Balsamo-Quetzaltepec",85.05,,,20,5.91,19963.98,"Tashiro Coffee Co.,Ltd",El Salvador,2010
2019,21,1620.0,Los Amates – Tablon Los…,"Finca Los Amates, S.A. De C.V.","Ahuachapán, Apaneca-Ilamatepec",85.05,,,21,6.1,21569.6,Wataru for Toho Coffee,El Salvador,2010
2020,22,1620.0,Divina Providencia,Roberto Samuel Ulloa Vilanova,"Santa Ana, Apaneca-Ilamatepec",85.05,,,22,6.05,21350.45,"Nippon Coffee Trading Co.,Ltd for Doi Coffee",El Salvador,2010
2021,23,1380.0,Villa Galicia – Lote…,"Pretoria, S.A. De C.V.","Ahuachapán, Apaneca-Ilamatepec",84.73,,,23,6.26,19024.14,Kyokuto Fadie Corporation,El Salvador,2010
2022,24,4350.0,Opalo,Daniel Ernesto Aguilar Zarco,"Ahuachapán, Apaneca-Ilamatepec",84.68,,,24,4.05,38742.3,honuKATOCOFFEE Inc.,El Salvador,2010
2023,25,1440.0,El Jocotillo,Anna Elaine Del Carmen Rivas De Vega,"Santa Ana, Apaneca-Ilamatepec",84.55,,,25,6.0,18684.0,"Wataru & Co., Ltd.",El Salvador,2010
2024,26,1500.0,Santa Barbara,"COEXCA, S.A. De C.V.","Santa Ana, Apaneca-Ilamatepec",84.45,,,26,5.95,19498.15,"Mercanta the Coffee Hunters for Twoday Coffee Roasters (UK), Åre Kafferosteri (SE), Giuli Co. Ltd. (TW), Has Bean Coffee (UK), Melbourne Coffee Merchants (AU), Andronicas Coffee (UK)",El Salvador,2010
2025,27,1500.0,Las Nubes I,Ernesto Lima Mena,"Sonsonate, Apaneca-Ilamatepec",84.39,,,27,6.0,19728.0,Mercanta the Coffee Hunters for Monmouth Coffee Company (UK),El Salvador,2010
2026,28,1530.0,El Milenio,Kristal S.A. De C.V.,"Ahuachapán, Apaneca-Ilamatepec",84.36,,,28,6.31,21094.33,"Time’s Club for C-COOP(JPN), COFFEE LIBRE(S.Korea)",El Salvador,2010
2027,29,1560.0,Miralvalle,Marta Dolores Menéndez De Riera,"Santa Ana, Apaneca-Ilamatepec",84.23,,,29,5.9,20231.1,M.I. Coffee Corporation,El Salvador,2010
2028,30,1320.0,Las Palmas,Los Pirineos S.A. De C.V.,"Usulutan, Tecapa-Chinameca",84.11,,,30,5.31,15478.65,Tim Wendelboe,El Salvador,2010
2029,1,1230.0,El Topacio,Maria Elena Avila Magaña De Muyshondt,"Juayúa, Sonsonate, Apaneca-Ilamatepec",91.68,,,1,22.25,69108.5,Wataru for C & C,El Salvador,2009
2030,2,1350.0,El Jocotillo Lote A,Anna Elaine Del Carmen Rivas De Vega,"Chalchuapa, Santa Ana, Apaneca-Ilamatepec",89.86,,,2,8.3,28087.2,"Maruyama Coffee for Mikatajuku group, Haneda Coffee – Pon Pon, Itoya Coffee, Orsir Coffee",El Salvador,2009
2031,3,1170.0,Fatima,Carmen Duch Martinez,"Santa Ana, Santa Ana, Apaneca-Ilamatepec",89.86,,,3,8.55,24820.65,"Time’s Club for C-COOP, Hisashi Yamamoto coffee",El Salvador,2009
2032,4,1110.0,Buenos Aires,"Calera, S.A. De C.V.","Metapán, Santa Ana, Alotepec-Metapán",89.61,,,4,5.75,16077.0,Kaffebrenneriet as,El Salvador,2009
2033,5,1650.0,La Batalla,Guillermo Magaña Flores,"Metapán, Santa Ana, Alotepec-Metapán",89.5,,,5,9.0,37233.0,Solberg & Hansen AS,El Salvador,2009
2034,6,1410.0,La Avila,"Ortiz Barriere, S.A. De C.V.","Santiago de María, Usulután , Tecapa-Chinameca",89.43,,,6,4.2,14708.4,"Toa Coffee Co., Ltd",El Salvador,2009
2035,7,1140.0,La Nueva,Rafael Duch Martinez,"Santa Ana, Santa Ana",89.43,,,7,6.05,17284.85,"KAFFA as, Oslo – Norway",El Salvador,2009
2036,8,990.0,Santa Teresa I,"Marco Batres, Teresa Giammattei Y Cia.","Ahuachapán, Ahuachapán, Apaneca-Ilamatepec",89.34,,,8,6.05,14852.75,"Nippon Coffee Trading Co.,Ltd for Doi Coffee",El Salvador,2009
2037,9,930.0,Santa Teresa IV -“Nicolas…,"Marco Batres, Teresa Giammattei Y Cia.","Ahuachapán, Ahuachapán, Apaneca-Ilamatepec",88.84,,,9,5.0,11450.0,Lofbergs Lila AB,El Salvador,2009
2038,10,1290.0,San Isidro,Ana Sylvia Elizabeth Schonenberg Aguiluz,"Alegría, Usulután, Tecapa-Chinameca",88.7,,,10,3.55,11505.55,"Bontain Coffee co.,Ltd.",El Salvador,2009
2039,11,1170.0,El Carmen,Juan Duch Martinez,"Santa Ana, Santa Ana, Apaneca-Ilamatepec",86.75,,,11,3.2,9292.8,"Coffeeplant, Momos Coffee, Song Hoon, Steven Kil",El Salvador,2009
2040,12,1290.0,Los Amates,Graciela Haydee Magaña De Fortin Magaña,"Jujutla, Ahuachapán, Apaneca-Ilamatepec Mountain Range",86.58,,,12,3.2,10409.6,"Has Bean Coffee, United Kingdom",El Salvador,2009
2041,13,2010.0,Villa España,Alfredo Antonio Mena Lagos,"Ataco, Ahuachapán, Apaneca-Ilamatepec",86.45,,,13,3.05,15469.6,"Ricardo Espitia Associates*- Sweet Maria’s, Ritual Coffee Roasters, Tony’s Coffee)- *Projected Profits Of $10,144 To Be Donated June 5th For The Speedy Recovery Of Ricardo Espitia",El Salvador,2009
2042,14,1260.0,El Torogoz,"Regpa, S. A. De C. V.","Santa Ana, Santa Ana, Apaneca-Ilamatepec",86.2,,,14,3.55,11147.0,"Wataru & Co., Ltd.",El Salvador,2009
2043,15,1260.0,San Jose / Shangrila,Juan Carlos Gregg Meza,"Apaneca, Ahuachapán, Apaneca-Ilamatepec",86.15,,,15,3.3,10315.8,"Mercanta The Coffee Hunters for Andronicas World of Coffee at Harrods UK, Inoue / Voila Coffee Japan, Has Bean Coffee UK, Melbourne Coffee Merchants Australia, Transcend Coffee Canada",El Salvador,2009
2044,16,1890.0,Monte Nevado,Regina De Carmen Meardi Zuniga De Papini,"Alegría, Usulután, Tecapa-Chinameca",86.08,,,16,2.7,12822.3,honuKATOCOFFEE Inc.,El Salvador,2009
2045,17,2070.0,El Optimismo,Socorro Martinez De Zepeda,"Alegría, Usulután, Tecapa-Chinameca",85.83,,,17,3.15,16483.95,"Nippon Coffee Trading Co.,Ltd for Doi Coffee",El Salvador,2009
2046,18,1110.0,San Jose,Gloria Mercedes Rodriguez Fontan,"Apaneca, Ahuachapán, Apaneca-Ilamatepec",85.78,,,18,2.95,8186.25,"Wataru & Co., Ltd.",El Salvador,2009
2047,19,930.0,Altamira I,"Marco Batres, Teresa Giammattei Y Cia.","Ahuachapán, Ahuachapán, Apaneca-Ilamatepec",85.78,,,19,3.1,7300.5,"T.A.N. Coffee, gimme!coffee, No Quarter Coffee",El Salvador,2009
2048,20,1350.0,Malacara Lote A,"Pergamino, S.A. De C.V.","Chalchuapa, Santa Ana, Apaneca-Ilamatepec",85.48,,,20,6.0,20334.0,"Wataru & Co., Ltd., Intelligentsia",El Salvador,2009
2049,21,1200.0,La Trinidad,Francisco Eduardo Nuñez Iraheta,"La Libertad, La Liibertad, El Bálsamo-Quetzaltepec",85.43,,,21,2.65,7971.2,"T.A.N. Coffee, No Quarter Coffee",El Salvador,2009
2050,22,1260.0,Buena Vista,Cia. Agr. Salvadoreña S.A. De C.V.,"Ahuachapán, Apaneca-Ilamatepec",85.3,,,22,3.45,10839.9,Kaffebrenneriet as,El Salvador,2009
2051,23,1680.0,Nombre De Dios San Juan,Maria Elena Dominguez De Botto Isassi,"Metapán, Santa Ana, Alotepec-Metapán",85.28,,,23,2.85,11975.7,honuKATOCOFFEE Inc.,El Salvador,2009
2052,24,1260.0,San Jose La Cumbre,Enma Duarte De Vasquez,"Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",85.2,,,24,2.8,8895.6,"Wataru & Co., Ltd.",El Salvador,2009
2053,25,990.0,Altamira III – “Andres Peak”,"Marco Batres, Teresa Giammattei Y Cia.","Ahuachapán, Apaneca-Ilamatepec",85.15,,,25,2.8,6879.6,"T.A.N. Coffee, Canada; Invalsa Coffee®, Boston, US",El Salvador,2009
2054,26,2250.0,El Cashal,Maria Alicia Otilia Magaña Castillo,"Ahuachapán, Ahuachapán, Apaneca-Ilamatepec",84.8,,,26,2.8,15940.4,honuKATOCOFFEE Inc.,El Salvador,2009
2055,27,1170.0,La Montañita,Antonio Rene Aguilar Lemus,"La Palma, Chalatenango",84.78,,,27,3.4,10050.4,"Sweet Maria’s, Barefoot Coffee",El Salvador,2009
2056,28,1230.0,Santa Sofia,"Pacvil, S.A. De C.V.","Santa Ana, Santa Ana",84.6,,,28,2.9,8827.6,"Wataru & Co., Ltd.",El Salvador,2009
2057,29,1500.0,Nejapa – Tablon Roma,Gloria Mercedes Rodriguez Fontan,"Apaneca, Ahuachapán, Apaneca-Ilamatepec",84.53,,,29,2.65,10054.1,"Nippon Coffee Trading Co.,Ltd for Doi Coffee",El Salvador,2009
2058,30,1620.0,Los Planes – Lote La Lagunita,Sergio Edmundo Ticas Reyes,"Citalá, Chalatenango, Alotepec-Metapán",84.28,,,30,3.5,14112.0,"Mercanta The Coffee Hunters for Has Bean Coffee UK, Cartel Coffee USA, Inoue / Voila Coffee Japan, Kontra Coffee Denmark, Melbourne Coffee Merchants Australia, Rocket Coffee New Zealand, Kaffeespezialitat Austria, The Conservatory Coffee USA, New Orleans",El Salvador,2009
2059,31,1230.0,Helvetia,Carmen Elena Calderon Sol De Escalon,"Concepción de Ataco, Ahuachapan",84.25,,,31,2.65,8079.85,Kyokuto Fadie Corporation,El Salvador,2009
2060,32,1350.0,Malacara Lote B,"Chantuc, S.A. De C.V.","Santa Ana, Apaneca-Ilamatepec",84.23,,,32,2.75,9333.5,Arvid Nordquist HAB,El Salvador,2009
2061,33,2310.0,San Carlos,Amadeo Riera Y Solsona,"Santa Ana, Santa Ana, Apaneca-Ilamatepec",84.2,,,33,2.8,16371.6,honuKATOCOFFEE Inc.,El Salvador,2009
2062,1,510.0,La Ilusión,Juan Jose Ernesto Menéndez Argüello,"Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",92.67,,,1,20.1,51979.05,"Mercanta The Coffee Hunters for Fortnum and Mason UK, Has Bean Coffee UK, Orsir Coffee Taiwan, Den Gyldne Bonne Norway, 49th Parallel Coffee Roasters Canada",El Salvador,2008
2063,2,360.0,Pacamaral,Eduardo Francisco de Jesús Castro Magaña,"Apaneca, Ahuachapán, Apaneca-Ilamatepec Mountain Range",90.88,,,2,9.55,17432.83,"Maruyama Coffee for Mikatajuku group, Iwai Coffee, Orsir Coffee",El Salvador,2008
2064,3,960.0,El Porvenir,Adilia Encarnación Aguilar de Pullinger,"San Miguel, Tecapa-Chinameca",90.05,,,3,6.1,29693.62,"KAFFA as, Oslo",El Salvador,2008
2065,4,420.0,"Santa Teresa IV, Nicolas…","Marco Antonio Batres, Teresa Eugenia Giammattei y Cía.","Ahuachapán, Ahuachapán, Apaneca-Ilamatepec",89.33,,,4,10.16,21637.4,"Sacred Grounds Coffee Roasters, 49th Parallel Roasters Inc, Olympia Coffee Roasting Company, Ecco Caffe, Transcend Coffee, Café Imports, Coffee Roasters of New Orleans",El Salvador,2008
2066,5,600.0,Malacara Lote B,"Roberto Dumont Alvarez (Chantuc, S.A. de C.V.)","Santa Ana, Santa Ana, Apaneca-Ilamatepec Mountain Range",89.31,,,5,5.6,17037.32,Sweet Maria’s Coffee,El Salvador,2008
2067,6,600.0,La Laínez,Jaime Pedro Ginjaume,"Santiago de María, Usulután, Tecapa-Chinameca Mountain Range",89.31,,,6,8.65,26316.58,"Willoughby’s Coffee & Tea, Terroir Coffee, Zoka Coffee Roaster & Tea Company, Kean Coffee, LAMILL Coffee, Café Imports, PTs Coffee Roasting Co., Viva Espresso, Coffee Klatch, Java Blend Coffee Roasters",El Salvador,2008
2068,7,360.0,La Laguna,Jose Fidel Salgado Pacheco,"Alegría, Usulután, Tecapa-Chinameca Mountain Range",89.29,,,7,5.8,10587.48,"Mercanta The Coffee Hunters for Bolling Coffee UK, Rocket Coffee New Zealand, Golden Coffee Box Netherlands",El Salvador,2008
2069,8,1020.0,Los Pirineos,Gilberto Antonio Baraona (Los Pirineos S.A. de C.V.),"Santiago de María, Usulután, Tecapa-Chinameca Mountain Range",88.45,,,8,6.06,31342.59,Kaffebrenneriet as,El Salvador,2008
2070,9,780.0,El Jocotillo,Anna Elaine Del Carmen Rivas De Vega,"Santa Ana, Apaneca-Ilamatepec",88.45,,,9,5.11,20210.53,Nippon Coffee Trading for Doi Coffee,El Salvador,2008
2071,10,360.0,Matalapa,Vickie Ann Dalton Lima de Díaz,"Jayaque, La Libertad, El Balsamo-Quetzaltepec Mountain Range",88.29,,,10,5.55,10131.12,"Intelligentsia, Ritual Coffee Roasters, Terroir",El Salvador,2008
