,OBJRANK,WEIGHT(KG),FARM,FARMER/REPRESENTATIVE,REGION,SCORE,VARIETY,PROCESS,NUMRANK,HIGH_BID,TOTAL_VALUE,BUYERS,COUNTRY,YEAR
486,6,660.0,Fazenda Criciuma,Matheus Lopes Sanglard,"Araponga, Minas Gerais, Matas de Minas",88.98,,,6,8.25,12003.75,DONGJIN TRADING,Brazil Pulped,2014
487,7,1050.0,Fazenda Alamanda,Elenise Marcia Santana Borges,"Araponga, Minas Gerais, Matas de Minas",88.57,,,7,8.05,18627.7,Campos Coffee,Brazil Pulped,2014
488,8,900.0,Sitio Baleiro,Romário José Fontes & Marli Hohlenwerger Fontes,"Piatã, Bahia, Chapada Diamantina",88.31,,,8,8.25,16368.0,DONGJIN TRADING,Brazil Pulped,2014
489,9,660.0,Fazenda Jardim das Oliveiras,Simone A Dias Sampaio Silva,"Araponga, Minas Gerais, Matas de Minas",88.02,,,9,8.9,12949.5,Solberg & Hansen AS,Brazil Pulped,2014
490,10,1020.0,Sitio Mangueira,Janise Maria Santana Carvalho,"Araponga, Minas Gerais, Matas de Minas",87.88,,,10,7.8,17534.4,NAGAHAMA COFFEE Inc.,Brazil Pulped,2014
491,11,1080.0,Fazenda Cafundó (2014),Pedro Santana Mesquita,"Piatã, Bahia, Chapada Diamantina",87.1,,,11,7.61,18111.8,"Wataru & Co., Ltd",Brazil Pulped,2014
492,12,1230.0,Fazenda Pedra Redonda (2014),José Bernardes Santana,"Araponga, Minas Gerais, Matas de Minas",86.95,,,12,7.76,21037.36,"32cup, Vivasara (BELGIUM) / Cantata (RUSSIA) / Dutch Barista (NETHERLANDS)",Brazil Pulped,2014
493,13,660.0,Fazenda Forquilha do Rio,Afonso Danizete Abreu de Lacerda,"Espera Feliz, Minas Gerais, Serra do Caparaó",86.88,,,13,7.8,11349.0,Kyokuto Fadie Corporation,Brazil Pulped,2014
494,14,780.0,Sítio Bateia,Valdeir Dalcin Tomazini,"Estrada Bateia, Castelo, Espírito Santo",86.8,,,14,7.7,13236.3,Kyokuto Fadie Corporation,Brazil Pulped,2014
495,15,1140.0,Sitio Baixa Funda,Reginaldo Jose Novais,"Piatã, Bahia, Chapada Diamantina",86.73,,,15,7.3,18344.9,honuKATOCOFFEE Inc.,Brazil Pulped,2014
496,16,660.0,Sítio D’agua Limpa,Marianna Carneiro de C. Junqueira,"Dom Viçoso, Minas Gerais, Mantiqueira de Minas",86.65,,,16,8.05,11712.75,WATARU for Proud/Danza Café (BRAZIL),Brazil Pulped,2014
497,17,900.0,Chapadão de Ferro 1,Elaine Lourenço Delarisse,"Patrocínio, Minas Gerais, Cerrado Mineiro",86.63,,,17,7.7,15276.8,"Melbourne Coffee Merchants on behalf of Monk Bodhi Dharma, Double Roasters, Ministry Grounds, Sensory Lab and Market Lane Coffee",Brazil Pulped,2014
498,18,1200.0,Fazenda Pedra do Sino (2014),José Roberto Vidigal Santana,"Araponga, Minas Gerais, Matas de Minas",86.1,,,18,7.51,19863.95,"Wataru & Co., Ltd",Brazil Pulped,2014
499,19,1200.0,Fazenda Tanque,Salvador Souza,"Piatã, Bahia, Chapada Diamantina",86.03,,,19,7.9,20895.5,Kaffebrenneriet as,Brazil Pulped,2014
500,20,660.0,Sitio Matinha,Edson Junior de Miranda,"Araponga, Minas Gerais, Matas de Minas",85.85,,,20,7.6,11058.0,"Wataru & Co., Ltd",Brazil Pulped,2014
501,21,690.0,Fazenda Santa Mariana (2014),Sebastião Márcio de Carvalho Junqueira,"Dom Viçoso, Minas Gerais, Mantiqueira de Minas",85.3,,,21,8.1,12320.1,Vivace Coffee Roasters,Brazil Pulped,2014
502,1,900.0,Sitio São Francisco de Assis,Marisa Coli Noronha,"Carmo de Minas, MG",92.09,,,1,23.1,45830.4,"Maruyama Coffee, Sugi Coffee Roasting, Adachi Coffee",Brazil Pulped,2013
503,2,660.0,Fazenda Rainha,Fazenda Sertaozinho LTDA,"São Sebastião da Grama, SP",90.91,,,2,17.41,25331.55,"Kyokuto Fadie Corporation, Time’s Club, Tashiro Coffee, Coffee Libre",Brazil Pulped,2013
504,3,1020.0,Serra das Três Barras,José Wagner Ribeiro Junqueira,"Carmo de Minas, MG",89.81,,,3,7.9,17767.1,Kaffebrenneriet as,Brazil Pulped,2013
505,4,960.0,Sítio Santa Terezinha,Edson Rosa Garcia,"Carmo de Minas, MG",89.66,,,4,8.5,17986.0,Bigboyscoffee,Brazil Pulped,2013
506,5,1740.0,Fazenda Recreio,Homero Teixeira de Macedo Júnior,"São Sebastião da Grama, SP",89.5,,,5,6.0,23016.0,"Nossa Familia Coffee, Dillanos Coffee Roasters and Oblique Coffee Roasters",Brazil Pulped,2013
507,6,720.0,JR (Junqueira Reis),José Flávio Ferraz Reis,"Carmo de Minas, MG",89.34,,,6,10.1,16028.7,Terarosa Coffee (South Korea),Brazil Pulped,2013
508,7,900.0,Sítio Bela Vista,Márcio Heleno de Carvalho Junqueira,"Dom Viçoso, MG",89.22,,,7,8.0,15872.0,"TOA COFFEE Co.,Ltd & ARAB COFFEE Co.,Ltd",Brazil Pulped,2013
509,8,1080.0,Fazenda São Benedito,Antônio José Junqueira Villela e outros,"Carmo de Minas, MG",88.28,,,8,5.7,13571.7,"[Busan Group] Coffee Loves Him Roasting Company, Momos Coffee, Coffee Libre",Brazil Pulped,2013
510,9,1380.0,Sítio Monte Alegre,Glycia Emerenciana Pereira Carneiro,"Carmo de Minas, MG",88.16,,,9,5.8,17643.6,"Wataru & Co., Ltd.",Brazil Pulped,2013
511,10,660.0,Rancho São Pedro,Pedro Sérgio Ferraz Reis,"Carmo de Minas, MG",87.13,,,10,7.87,11450.85,"Mercanta The Coffee Hunters for Fonte Coffee Roaster (USA), Kaffitar (Iceland), Kontra (Denmark), Rocket Coffee (New Zealand)",Brazil Pulped,2013
512,11a,1620.0,Fazenda da Pedra,Renata Guerra de Castro,"Carmo de Minas, MG",86.97,,,11,4.6,16426.6,honuKATOCOFFEE Inc.,Brazil Pulped,2013
513,11b,1380.0,Fazenda Santa Lúcia II,Helcio Carneiro Pinto e Outros,"Carmo de Minas, MG",86.97,,,11,4.6,13993.2,"[Busan Group] Coffee Loves Him Roasting Company, Momos Coffee, Coffee Libre",Brazil Pulped,2013
514,12,2940.0,Fazenda Monte Verde,José Roberto Canato,"Carmo de Minas, MG",86.94,,,12,5.1,33058.2,"Nippon Coffee Trading Co.,Ltd. and Doi Coffee",Brazil Pulped,2013
515,13,960.0,Sítio Sertão da Bateia,Marcos Antonio Nalli,"Castelo, ES",86.88,,,13,7.01,14833.16,NAGAHAMA COFFEE,Brazil Pulped,2013
516,14a,960.0,Sítio da Serra,Márcio de Souza Franqueir,"Carmo de Minas, MG",86.84,,,14,6.6,13965.6,ECOM Japan Limited,Brazil Pulped,2013
517,14b,780.0,Da Gema,Luiz Octávio Laurino Pereira,"Carmo de Minas, MG",86.84,,,14,7.5,12900.0,Campos Coffee,Brazil Pulped,2013
518,15,1380.0,Fazenda DO IP´,Luiz Paulo Dias Pereira e Outros,"Carmo de Minas, MG",86.75,,,15,4.8,14601.6,honuKATOCOFFEE,Brazil Pulped,2013
519,16a,780.0,Sítio Santa Mariana II,Samuel Junqueira Villela,"Dom Viçoso, MG",86.72,,,16,7.1,12212.0,"Bohemian(Anam-dong), Brilliant Coffee Company, Opus Coffee Roasters",Brazil Pulped,2013
520,16b,1680.0,Sítio Araucária,Kleber de Castro Junqueira,"Carmo de Minas, MG",86.72,,,16,4.8,17779.2,"World Coffee Co.,Ltd.",Brazil Pulped,2013
521,17,1380.0,Água Limpa,José Clênio Pereira,"Cristina, MG",86.63,,,17,5.6,17035.2,"Wataru for Fresh Roaster Coffee Tonya Co., Ltd.",Brazil Pulped,2013
522,18,960.0,Sitio da Torre,Álvaro Antônio Pereira Coli,"Carmo de Minas, MG",86.59,,,18,8.0,16928.0,Campos Coffee,Brazil Pulped,2013
523,19,840.0,Sítio Santa Mariana I,Lucas Junqueira Villela,"Dom Viçoso, MG",86.56,,,19,6.75,12501.0,Monmouth Coffee Company,Brazil Pulped,2013
524,20a,1380.0,Santo Expedito,Maria do Carmo Neiva Junqueira,"Carmo de Minas, MG",86.47,,,20,4.7,14297.4,"Wataru & Co., Ltd.",Brazil Pulped,2013
525,20b,660.0,Fazenda Dona Nenem,Eduardo Pinheiro Campos,"Presidente Olegário, MG",86.47,,,20,5.8,8439.0,"Mercanta The Coffee Hunters for Caffè Cataldi (France), Sarl Hoos (France), Kaffeespezialitaet (Austria), Origin Coffee Roasting (South Africa)",Brazil Pulped,2013
526,21,900.0,Fazenda Ouro Verde,Candido Vladimir Ladeia Rosa,"Piatã, BA",86.44,,,21,5.6,11110.4,Wataru for Nozy Coffee,Brazil Pulped,2013
527,22a,720.0,Marimbondo,José Mauro Pereira Junqueira,"Carmo de Minas, MG",86.31,,,22,5.1,8093.7,Vivace Coffee Roasters,Brazil Pulped,2013
528,22b,1320.0,Pedra Preta,Murilo Neiva Junqueira,"Carmo de Minas, MG",86.31,,,22,4.9,14259.0,honuKATOCOFFEE Inc.,Brazil Pulped,2013
529,23,1260.0,Fazenda da Mata,Lúcia Cristina Ianacone,"Carmo de Minas, MG",86.25,,,23,4.4,12223.2,honuKATOCOFFEE Inc.,Brazil Pulped,2013
530,24,780.0,Sítio Paraiso,Cristiana Maria Carneiro Bustamante Figueira,"Concição das Pedras, MG",86.19,,,24,6.2,10664.0,"Melbourne Coffee Merchants on behalf of Monastery Coffee, Monk Bodhi Dharma, Ministry Grounds, Double Roasters and Market Lane Coffee",Brazil Pulped,2013
531,25,840.0,Sítio d Água Limpa,Marianna Carneiro de C. Junqueira,"Carmo de Minas, MG",86.16,,,25,5.6,10371.2,"Wataru & Co., Ltd, Proud Coffee (Brazil)",Brazil Pulped,2013
532,26,600.0,Sitio Primavera,Romario José Fontes,"Piatã, BA",85.5,,,26,5.8,7673.4,"Cafe Imports, Barnie’s CoffeeKitchen",Brazil Pulped,2013
533,27,1740.0,Fazenda Sertãozinho,Café Orfeu,"Botelhos, MG",85.41,,,27,4.9,18796.4,honuKATOCOFFEE,Brazil Pulped,2013
534,1,1020.0,Fazenda Do Moinho,Vinicius Jose Carneiro Pereira,"Olimpio Noronha, Sul De Minas",91.79,,,1,12.1,27209.39,"Maruyama Coffee, Saza coffee, Uchida Coffee, Coffee-a-gogo, and Orsir Coffee (Taiwan)",Brazil Pulped,2012
535,2,1140.0,Fazenda Serra Do São Bento,Dimas Mendes Bastos,"Araponga, MG",91.5,,,2,10.0,25132.6,Campos Coffee,Brazil Pulped,2012
536,3,1140.0,Fazenda Sertãozinho,Café Orfeu,"Botelhos, MG",90.12,,,3,9.85,24856.14,"Time’s Club for Honey Coffee, Tashiro Coffee and Coffee Libre",Brazil Pulped,2012
537,4,1320.0,Grota São Pedro,Cláudio Carneiro Pinto,"Carmo de Minas, MG",89.65,,,4,8.4,24444.84,Terarosa Coffee,Brazil Pulped,2012
538,5,1920.0,Fazenda Monte Verde,José Roberto Canato,"Carmo de Minas, MG",89.56,,,5,5.5,23280.78,Kaffebrenneriet as,Brazil Pulped,2012
539,6,1440.0,Granja São Francisco,Otaviano Ribeiro Ceglia,"Carmo De Minas, Sul De Minas",88.76,,,6,4.3,13650.99,"St Ali & Sensory Lab, Veneziano Coffee & Clement Coffee",Brazil Pulped,2012
540,7,1200.0,Sítio Bela Vista,Ana Cristina Junqueira Villela,"Dom Viçoso, MG",88.5,,,7,6.4,16931.46,"World Coffee Co.,Ltd.",Brazil Pulped,2012
541,8,1500.0,Fazenda São Pedro,Robson Villela Martins,"Carmo de Minas, MG",88.47,,,8,4.15,13723.76,Belco on behalf of Terres de Café and Cafés Pfaff.,Brazil Pulped,2012
542,9,1140.0,Serra Dos Crioulos,Eliane Carneiro Junqueira,"Dom Viçoso, MG",87.79,,,9,7.6,17090.2,"Mercanta the Coffee Hunters on behalf of Small Batch (UK), James Gourmet (UK), Has Bean (UK), Red Roaster (UK), Bolling (UK), Caffé Cataldi (FR), YT Infinite (KR), Café Knopes (BE), Dutch Barista (NL), Kaffeespezialität (AT) / Melbourne Coffee Merchants f",Brazil Pulped,2012
543,10,1020.0,Fazenda Da Pedra,Maria Efigênia G. de C. Junqueira,"Carmo de Minas, MG",87.21,,,10,4.2,9444.58,"Wataru & Co., Ltd.",Brazil Pulped,2012
544,11,1140.0,Sitio São Francisco de Assis,Marisa Coli Noronha,"Carmo de Minas, MG",87.18,,,11,7.6,19100.78,Belco on behalf of MaxiCoffee and Cafés Mogy,Brazil Pulped,2012
545,12,1260.0,Cambará,Algenio Ferrraz De Castro,"Carmo De Minas, MG",87.09,,,12,4.05,11250.17,Sandalj Trading Company,Brazil Pulped,2012
546,13,1380.0,Sítio Grota Funda,Gláucio Carneiro Pinto,"Carmo de Minas, MG",87.06,,,13,6.45,19623.29,Kaffebrenneriet as,Brazil Pulped,2012
547,14,1200.0,Sitio da Torre,Álvaro Antônio Pereira Coli,"Carmo de Minas, MG",87.03,,,14,4.2,11110.89,"Wataru & Co., Ltd.",Brazil Pulped,2012
548,15,1320.0,Sítio Cafezal,Jabes Carvalho Junqueira,"Carmo De Minas, Sul De Minas",86.65,,,15,5.65,16558.47,"Wataru & Co., Ltd.",Brazil Pulped,2012
549,16,1140.0,Rancho São Benedito,Mariana De Carvalho Junqueira,"Dom Viçoso, MG",86.56,,,16,4.1,10304.37,E.land,Brazil Pulped,2012
550,17,1140.0,Fazenda Rainha,Fazenda Sertãozinho LTDA,"São Sebastião da Grama, SP",86.53,,,17,4.52,11359.94,"St Ali & Sensory Lab, Veneziano Coffee & Clement Coffee",Brazil Pulped,2012
551,18,1080.0,Sitio Matinha,Edio Anacleto Miranda,"Araponga, MG",86.47,,,18,4.3,10238.26,Kyokuto Fadie Corporation,Brazil Pulped,2012
552,19,2280.0,Fazenda Neneias,Manoel Sebastiao de Lima,"Araponga, MG",86.32,,,19,4.0,20106.12,honuKATOCOFFEE Inc.,Brazil Pulped,2012
553,20,600.0,Sitio Gerais,José Santana Silva,"Piatã, BA",86.21,,,20,4.5,8928.45,Wataru for NOZY COFFEE and Proud Rio de Janeiro,Brazil Pulped,2012
554,21,1980.0,Divisa/G.Deserto,Antônio José Junqueira Ribeiro,"Carmo de Minas, MG",85.85,,,21,4.0,17460.6,honuKATOCOFFEE Inc.,Brazil Pulped,2012
555,22,1380.0,Sítio Santa Fé,Gisélia Ribeiro Pinto,"Carmo de Minas, MG",85.79,,,22,4.0,12169.48,Maruyama Coffee,Brazil Pulped,2012
556,23,1020.0,Três Barras,Walter Ribeiro Junqueira,"Carmo de Minas, MG",85.38,,,23,4.1,9219.71,SUPREMO Kaffeeroesterei in Unterhaching,Brazil Pulped,2012
557,24,2280.0,Bananal/Mandembo,Virgílio Dias Pereira Sobrinho,"Olimpio Noronha, MG",85.15,,,24,4.0,20106.12,honuKATOCOFFEE Inc.,Brazil Pulped,2012
558,1,1200.0,Grota São Pedro,Cláudio Carneiro Pinto,"Carmo de Minas, MG",93.91,,,1,25.05,66271.03,"Saza Coffee, Ponpon Coffee, Tabei Coffee, Maruyama Coffee(Japan) Lucca cafes especiais(Brazil)",Brazil Pulped,2011
559,2,1200.0,Fazenda Serra do Boné,Carlos Sérgio Sanglard,"Araponga, MG",90.68,,,2,12.1,32011.16,"Kyokuto Fadie Corporation, Tashiro coffee, Time’s Club for C-COOP, Coffee Libre",Brazil Pulped,2011
560,3,1320.0,Serra das Três Barras,José Wagner Ribeiro Junqueira,"Carmo de Minas, MG",90.45,,,3,11.2,32593.12,Orsir Coffee (Taiwan),Brazil Pulped,2011
561,4,2040.0,Fazenda Recreio,Homero Teixeira de Macedo Júnior,"São Sebastião da Grama, SP",90.36,,,4,8.06,36249.29,Kaffebrenneriet as,Brazil Pulped,2011
562,5,2760.0,São Marcos,Norival Fávaro,"Sarutaiá, SP",90.27,,,5,8.05,48911.32,Cofi Com Trading Pty Ltd,Brazil Pulped,2011
563,6,1140.0,Colina da Pedra,Terezinha Marta Pereira Barros,"Cristina, MG",89.5,,,6,8.55,21488.46,"Toa Coffee Co.,Ltd. for Toa Coffee and Arab Coffee",Brazil Pulped,2011
564,7,1140.0,Sítio Bela Vista,Márcio Heleno de Carvalho Junqueira,"Dom Viçoso, MG",89.43,,,7,8.7,21942.18,NAGAHAMA COFFEE Inc.,Brazil Pulped,2011
565,8,1140.0,Fazenda Santa Bárbara,Eulino José de Novais,"Piatã, BA",89.2,,,8,11.2,28123.87,"Terarosa(Haksan Co.Ltd), Pohang Arabica",Brazil Pulped,2011
566,9,960.0,Fazenda Paraíso,Antônio Fortes Bustamante,"Conceição das Pedras, MG",88.66,,,9,8.05,17037.34,"Mercanta The Coffee Hunters for Has Bean Coffee (UK), Rocket Coffee (NZ), Twoday Coffee Roasters (UK), Melbourne Coffee Merchants (AU) Giuli Co. Ltd. (TW), Café Knopes (BE), Åre Kafferosteri (SE), Da Matteo (SE), Johnny Javas (USA), Fonte Coffee Roaster",Brazil Pulped,2011
567,10,1200.0,Sertãozinho,Fazenda Sertãozinho LTDA,"Botelhos, MG",88.02,,,10,8.25,22007.62,"Invalsa Coffee®(USA) and Richmond Investment (Korea), Olympia Coffee (USA), Moxxee Coffee (USA) & Rojo’s Roastery (USA)",Brazil Pulped,2011
568,11,960.0,Sítio São José,Sebastião Márcio Pereira Nogueira,"Carmo de Minas, MG",87.68,,,11,7.1,15026.72,Cofi Com Trading Pty Ltd,Brazil Pulped,2011
569,12,1140.0,Fazenda Transwa l,Daltro Noronha Barros,"Cristina, MG",86.75,,,12,7.4,18598.2,Black Cat Kaffe og Tehus AS,Brazil Pulped,2011
570,13,1320.0,Fazenda Santa Mariana,Sebastião Marcio de Carvalho Junqueira,"Dom Viçoso, MG",86.57,,,13,7.55,22037.85,Douwe Egberts Australia,Brazil Pulped,2011
571,14,1380.0,Paixão,Paulo Dario Carneiro Pinto,"Carmo de Minas, MG",86.5,,,14,8.35,25403.87,M.I Coffee Corporation and ECOM Japan Limited,Brazil Pulped,2011
572,15,1440.0,Sítio Rocinha,Demétrio Flaviano de Oliveira,"Pedralva, MG",86.32,,,15,7.4,23492.41,"Coffeeplant,Momos Coffee,Coffee Factory",Brazil Pulped,2011
573,16,1020.0,Chácara Tijuco,Zora Yonara Macedo Pina Oliveira,"Piatã, BA",86.3,,,16,7.6,17073.48,Fazenda Camocim(Henrique Leivas Sloper de Araujo),Brazil Pulped,2011
574,17,960.0,Fazenda Santa Lúcia,Helcio Carneiro Pinto e Outros,"Carmo de Minas, MG",86.02,,,17,8.0,16931.52,Blue Bottle Coffee Co.,Brazil Pulped,2011
575,18,1320.0,Chacara São Judas Tadeu,Antonio Rigno De Oliveira,"Piata, BA",85.89,,,18,7.55,21954.65,Kyokuto Fadie Corporation,Brazil Pulped,2011
576,19,1080.0,Fazenda Santa Alina,Lúcia Maria da Silva Dias,"São Sebastião da Grama, SP",85.89,,,19,7.1,18204.19,"Wataru & Co., Ltd.",Brazil Pulped,2011
577,20,1200.0,Fazenda Rainha,Fazenda Rainha,"São Sebastião Da Grama, Mogiana",85.77,,,20,7.05,18806.51,"Wataru & Co., Ltd.",Brazil Pulped,2011
578,21,960.0,Sítio A. Santos do Altemir,Altemir Vieira dos Santos,"Piatã, BA",85.75,,,21,7.65,16173.86,"Mercanta The Coffee Hunters for Melbourne Coffee Merchants (AU), Workhouse Coffee Company (UK)",Brazil Pulped,2011
579,22,1200.0,Sítio Cantinho da Serra,José Leandro Romao,"Castelo, ES",85.75,,,22,5.6,15197.78,San Antonio Coffee Roasters,Brazil Pulped,2011
580,23,1020.0,Fazenda do Sertão,Nazareth Dias Pereira e Outros,"Carmo de Minas, MG",85.57,,,23,6.7,15066.36,Seven Seeds and Café Imports,Brazil Pulped,2011
581,24,1890.0,Cachoeira Alta,Geraldo Antônio da Paixão,"Manhuaçu, MG",85.5,,,24,6.05,25208.78,"Tashiro Coffee Co.,Ltd",Brazil Pulped,2011
582,25,1200.0,Santa Emiliana,Rogério Tostes Ferraz,"Carmo de Minas, MG",85.43,,,25,6.05,16005.58,Coffee Bean International for Target,Brazil Pulped,2011
583,26,1380.0,Café Cambará,Algênio Ferraz de Castro,"Carmo de Minas, MG",85.3,,,26,6.8,20688.18,"Wataru & Co., Ltd. and Proud Café Classificados (Rio de Janeiro, Brazil)",Brazil Pulped,2011
584,27,1740.0,Gleba Serra de Fátima,Daniel Carvalho de Castro,"Carmo de Minas, MG",85.07,,,27,6.01,23054.6,honuKATOCOFFEE Inc.,Brazil Pulped,2011
585,28,1200.0,Sítio Grota Funda,Gláucio Carneiro Pinto,"Carmo de Minas, MG",84.64,,,28,7.95,23100.24,"Wataru & Co., Ltd. and Lucca Cafés Especiais (Curitiba, Brazil)",Brazil Pulped,2011
586,29,1320.0,Sítio Boa Vista,Jose Roberto Porto,"Sarutaiá, SP",84.64,,,29,7.95,21032.12,Cofi Com Trading Pty Ltd,Brazil Pulped,2011
587,30,1110.0,Fazenda Senhor do Bonfim,Benyosef Rosa Soares,"Piatã, BA",84.34,,,30,7.2,18079.63,Fazenda Camocim(Henrique Leivas Sloper de Araujo),Brazil Pulped,2011
588,31,1140.0,Fazenda Califórnia,Luiz Roberto Saldanha Rodrigues,"Jacarezinho, PR",84.32,,,31,8.25,20734.48,Marubeni Corporation,Brazil Pulped,2011
589,1,1140.0,Fazenda Ouro Verde,Candido Vladimir Ladeia Rosa,"Piatã, BA",91.08,,,1,24.05,59920.58,"Time’s Club for C-COOP and Hisashi Yamamoto Coffee, Bontain Coffee, Tashiro Coffee, Arab Coffee (JPN), Terarosa (KOR), Orsir Coffee (TWN)",Brazil Pulped,2009
590,2,1320.0,Fazenda Sant’ana,Paulo Sergio Noronha Barleta,"Olimpio Noronha, MG",90.83,,,2,10.1,29330.4,"TOA COFFEE Co.,Ltd.",Brazil Pulped,2009
591,3,1770.0,Fazenda Recreio,Homero Teixeira de Macedo Júnior,"São Sebastião da Grama, SP",89.42,,,3,7.05,27220.05,"Nippon Coffee Trading Co.,Ltd for Doi Coffee",Brazil Pulped,2009
592,4,1620.0,Fazenda Monte Verde,José Roberto Canato,"Carmo de Minas, MG",89.15,,,4,7.05,25126.2,Maruyama Coffee,Brazil Pulped,2009
593,5,1230.0,Chacara São Judas Tadeu,Antonio Rigno De Oliveira,"Piata, BA",88.88,,,5,10.5,28413.0,JuBean Coffee,Brazil Pulped,2009
594,6,1200.0,Fazenda Rainha,Fazenda Rainha Ltda,"São Sebastião da Grama, SP",87.9,,,6,7.15,18758.03,Lofbergs Lila AB for Baresso Coffee A/S & Peter Larsens Kaffe A/S,Brazil Pulped,2009
595,7,990.0,Fazenda Passagem Funda,Manoel Gilmar Pereira,"Piata, BA",87.77,,,7,7.1,15463.8,Terarosa (Korea),Brazil Pulped,2009
596,8,1440.0,Fazenda Santa Ines,Francisco Isidro Dias Pereira,"Carmo De Minas, MG",87.63,,,8,6.15,19483.2,"Nippon Coffee Trading Co.,Ltd for Doi Coffee",Brazil Pulped,2009
597,9,1200.0,Fazenda Santa Helena Ii,Luiz Claudio Ferrari Ferraz De Almeida,"Carmo De Minas, MG",87.38,,,9,7.06,18521.91,"Wataru & Co., Ltd. and Invalsa Coffee® (US) with Willoughby’s (US) Fratello Coffee (CAN), Richmond Inv’t, BNS Corp, Coffeeplant, Momos Coffee (KOR), Terroir Coffee (US), Nth Degree Coffee (US)",Brazil Pulped,2009
598,10,1320.0,Fazenda Corrego Seco,Edemar Lucio Matos Martins,"Piata, BA",87.13,,,10,6.15,17555.18,"Orsir Coffee Co., Ltd. and Proud Comercio e Industria Ltda.",Brazil Pulped,2009
599,11,1080.0,Fazenda Gerias,Fabio Soares Dos Anjos,"Piata, BA",86.65,,,11,6.8,16156.8,NAGAHAMA COFFEE Inc.,Brazil Pulped,2009
600,12,1200.0,Fazenda Santa Rita,Claudio Junqueira Ferraz De Almeida,"Carmo De Minas, MG",85.92,,,12,6.22,16318.17,"Wataru & Co., Ltd. for Ogawa Coffee",Brazil Pulped,2009
601,13,1500.0,Rancho São Benedito,Mariana De Carvalho Junqueira,"Dom Viçoso, MG",85.9,,,13,6.1,20029.35,"TASHIRO COFFEE CO.,LTD",Brazil Pulped,2009
602,14,1500.0,Fazenda Sertãozinho,Fazenda Sertãozinho Ltda,"Botelhos, MG",85.75,,,14,6.55,21506.93,"Mercanta the Coffee Hunters for Novo Coffee Roasters (Denver CO), Cartel Coffee Lab (Tempe AZ), Te Aro (Toronto ON), The Conservatory (Culver City CA), Java Blend Coffee Roasters (Halifax NS), Sweet Maria’s (Oakland CA), Has Bean (UK)",Brazil Pulped,2009
603,15,1020.0,Fazenda Santa Bárbara,Eulino José de Novais,"Piatã, BA",85.71,,,15,7.75,17263.13,"Wataru & Co., Ltd.",Brazil Pulped,2009
604,16,1380.0,Gleba Serra Fátima,Daniel Carvalho De Castro,"Carmo De Minas, MG",85.58,,,16,6.05,18267.98,"Wataru & Co., Ltd.",Brazil Pulped,2009
605,17,1440.0,Fazenda Sertão,Nazareth Dias Pereira,"Carmo de Minas, MG",85.52,,,17,6.05,19066.58,Ecom Japan Limited,Brazil Pulped,2009
606,18,1470.0,Fazenda Cerrado Grande,Raquel Ribeiro Aguiar,"Sto Antonio do Amparo, MG",85.52,,,18,6.4,20486.4,Kyokuto Fadie Corporation,Brazil Pulped,2009
607,19,1080.0,Serra Do Bone,Carlos Sergio Sanglard,"Araponga, MG",85.33,,,19,7.4,17460.3,"Invalsa Coffee® (US) with Noble Coffee (US), Java Blend Coffee (CAN), Terroir Coffee (US), Richmond Inv’t, BNS Corp, Coffeeplant, Momos Coffee (KOR) and Wataru & Co., Ltd.",Brazil Pulped,2009
608,20,1140.0,Cambará,Algenio Ferrraz De Castro,"Carmo De Minas, MG",85.02,,,20,6.15,15221.25,Blue Bottle Coffee Co.,Brazil Pulped,2009
609,21,1380.0,Sitio Monte Verde,Helcio Carneiro Pinto Junior,"Carmo de Minas, MG",84.96,,,21,6.3,18918.9,"Mercanta the Coffee Hunters for Bolling Coffee (UK), Andronicas Coffee (UK), Has Bean (UK), Twoday Coffee Roasters (UK), Origin Coffee Roasting (ZA), Dutch Barista (NL), Java Coffee Co. (PL), Kaffitár (IS), Kasai Coffee (JP), Melbourne Coffee Merchants (A",Brazil Pulped,2009
610,22,1320.0,Sitio Santo Antonio,Antonio Macedo Souza,"Piata, BA",84.9,,,22,6.31,18011.9,Kaffebrenneriet as,Brazil Pulped,2009
611,23,1440.0,Fazenda Santa Helena,Jacques Pereira Carneiro,"Carmo de Minas, MG",84.56,,,23,6.0,18909.0,"Mercanta the Coffee Hunters for Monmouth Coffee Company (London, UK)",Brazil Pulped,2009
612,24,1380.0,Rancho São Gabriel,Antonio Gabriel De Castro Pereira/Ou,"Carmo de Minas, MG",84.56,,,24,6.05,18267.98,Gala Coffee Limited,Brazil Pulped,2009
613,25,1140.0,Fazenda Djanira,José Acylino De Lima Neto,"Carmo De Minas, MG",84.06,,,25,6.06,15098.49,M.I. Coffee Corporation for Coffee Radio,Brazil Pulped,2009
614,26,1800.0,Granja São Francisco,Otaviano Ribeiro Ceglia,"Carmo De Minas, Sul De Minas",84.02,,,26,5.52,21859.2,honuKATOCOFFEE Inc.,Brazil Pulped,2009
615,1,660.0,Faz Kaquend,Ralph de Castro Junqueira,"Carmo de Minas, Sul de Minas",93.65,,,1,9.05,26336.42,"Maruyama Coffee for Mikatajuku group, Orsir Coffee, ritual roasters, Intelligentsia Coffee Roasters and Cafe Imports",Brazil Pulped,2008
616,2,1080.0,Recreio,Homero Teixeira de Macedo Júnior,"São Sebastião da Grama, Vale da Grama",90.0,,,2,6.35,30238.6,"Nippon Coffee Trading Co.,Ltd for Doi Coffee",Brazil Pulped,2008
